City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
699,Lenger,42.183,69.8839,29.64,60,100,8.43,KZ,overcast clouds
700,Udimskiy,61.1417,45.9144,11.23,97,59,2.46,RU,broken clouds
701,Naze,28.3667,129.4833,71.17,85,52,4.27,JP,broken clouds
702,Heihe,50.2441,127.4902,19.98,92,74,6.71,CN,broken clouds
703,Tezu,27.9167,96.1667,58.93,44,1,4.38,IN,clear sky
704,Maputo,-25.9653,32.5892,73.49,86,11,4.74,MZ,few clouds
705,Arroyo Grande,35.1186,-120.5907,71.24,52,0,11.5,US,clear sky
706,Guerrero Negro,27.9769,-114.0611,70.65,33,0,10.76,MX,clear sky
707,Great Yarmouth,52.6083,1.7305,48.45,87,100,21.32,GB,light rain
708,Nowy Sacz,49.6218,20.6971,35.82,95,98,1.99,PL,overcast clouds
709,Yalvac,38.2956,31.1778,47.14,86,79,5.06,TR,broken clouds
